Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
AJ Cann,27.054,RG,JAX,2018-12-16,Sun,2018,15,14.0,Home,WAS,L 13-16,0.0,,,,
AJ Cann,27.061,RG,JAX,2018-12-23,Sun,2018,16,15.0,Away,MIA,W 17-7,0.0,,,,
AJ Cann,27.068,RG,JAX,2018-12-30,Sun,2018,17,16.0,Away,HOU,L 3-20,0.0,,,,
AJ Derby,,,MIA,2018-09-30,Sun,2018,4,4.0,Away,NWE,L 7-38,,,,Out,Foot
AJ Derby,,,MIA,2018-10-07,Sun,2018,5,5.0,Away,CIN,L 17-27,,,,Out,Foot
AJ Derby,,,MIA,2018-10-14,Sun,2018,6,6.0,Home,CHI,W 31-28,,,,Questionable,Foot
AJ Derby,,,MIA,2018-10-21,Sun,2018,7,7.0,Home,DET,L 21-32,,,,Questionable,Foot
AJ Derby,,,MIA,2018-10-25,Thu,2018,8,8.0,Away,HOU,L 23-42,,,,Questionable,Foot
AJ Derby,,,MIA,2018-11-04,Sun,2018,9,9.0,Home,NYJ,W 13-6,,,,Questionable,Foot
AJ Derby,27.052,TE,MIA,2018-11-11,Sun,2018,10,10.0,Away,GNB,L 12-31,7.3,30.0,0.44,Questionable,Foot
AJ Derby,,,MIA,2018-11-25,Sun,2018,12,11.0,Away,IND,L 24-27,,,,Injured Reserve,Foot
AJ Derby,,,MIA,2018-12-02,Sun,2018,13,12.0,Home,BUF,W 21-17,,,,Injured Reserve,Foot
AJ Derby,,,MIA,2018-12-09,Sun,2018,14,13.0,Home,NWE,W 34-33,,,,Injured Reserve,Foot
AJ Derby,,,MIA,2018-12-16,Sun,2018,15,14.0,Away,MIN,L 17-41,,,,Injured Reserve,Foot
AJ Derby,,,MIA,2018-12-23,Sun,2018,16,15.0,Home,JAX,L 7-17,,,,Injured Reserve,Foot
AJ Derby,,,MIA,2018-12-30,Sun,2018,17,16.0,Away,BUF,L 17-42,,,,Injured Reserve,Foot
AJ Green,,,CIN,2018-11-11,Sun,2018,10,9.0,Home,NOR,L 14-51,,,,Out,Toe
AJ Green,,,CIN,2018-11-18,Sun,2018,11,10.0,Away,BAL,L 21-24,,,,Doubtful,Toe
AJ Green,,,CIN,2018-11-25,Sun,2018,12,11.0,Home,CLE,L 20-35,,,,Questionable,Toe
AJ Green,30.124,WR,CIN,2018-12-02,Sun,2018,13,12.0,Home,DEN,L 10-24,1.2000000000000002,17.0,0.25,,
AJ Green,,,CIN,2018-12-09,Sun,2018,14,13.0,Away,LAC,L 21-26,,,,Injured Reserve,Toe
AJ Green,,,CIN,2018-12-16,Sun,2018,15,14.0,Home,OAK,W 30-16,,,,Injured Reserve,Toe
AJ Green,,,CIN,2018-12-23,Sun,2018,16,15.0,Away,CLE,L 18-26,,,,Injured Reserve,Toe
AJ Green,,,CIN,2018-12-30,Sun,2018,17,16.0,Away,PIT,L 13-16,,,,Injured Reserve,Toe
AQ Shipley,,,ARI,2018-09-09,Sun,2018,1,1.0,Home,WAS,L 6-24,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-09-16,Sun,2018,2,2.0,Away,LAR,L 0-34,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-09-23,Sun,2018,3,3.0,Home,CHI,L 14-16,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-09-30,Sun,2018,4,4.0,Home,SEA,L 17-20,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-10-07,Sun,2018,5,5.0,Away,SFO,W 28-18,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-10-14,Sun,2018,6,6.0,Away,MIN,L 17-27,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-10-18,Thu,2018,7,7.0,Home,DEN,L 10-45,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-10-28,Sun,2018,8,8.0,Home,SFO,W 18-15,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-11-11,Sun,2018,10,9.0,Away,KAN,L 14-26,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-11-18,Sun,2018,11,10.0,Home,OAK,L 21-23,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-11-25,Sun,2018,12,11.0,Away,LAC,L 10-45,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-12-02,Sun,2018,13,12.0,Away,GNB,W 20-17,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-12-09,Sun,2018,14,13.0,Home,DET,L 3-17,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-12-16,Sun,2018,15,14.0,Away,ATL,L 14-40,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-12-23,Sun,2018,16,15.0,Home,LAR,L 9-31,,,,Injured Reserve,Knee
AQ Shipley,,,ARI,2018-12-30,Sun,2018,17,16.0,Away,SEA,L 24-27,,,,Injured Reserve,Knee
Aaron Burbridge,,,SFO,2018-09-16,Sun,2018,2,2.0,Home,DET,W 30-27,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-09-23,Sun,2018,3,3.0,Away,KAN,L 27-38,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-09-30,Sun,2018,4,4.0,Away,LAC,L 27-29,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-10-07,Sun,2018,5,5.0,Home,ARI,L 18-28,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-10-15,Mon,2018,6,6.0,Away,GNB,L 30-33,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-10-21,Sun,2018,7,7.0,Home,LAR,L 10-39,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-10-28,Sun,2018,8,8.0,Away,ARI,L 15-18,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-11-01,Thu,2018,9,9.0,Home,OAK,W 34-3,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-11-12,Mon,2018,10,10.0,Home,NYG,L 23-27,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-11-25,Sun,2018,12,11.0,Away,TAM,L 9-27,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-12-02,Sun,2018,13,12.0,Away,SEA,L 16-43,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-12-09,Sun,2018,14,13.0,Home,DEN,W 20-14,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-12-16,Sun,2018,15,14.0,Home,SEA,W 26-23,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-12-23,Sun,2018,16,15.0,Home,CHI,L 9-14,,,,Injured Reserve,Hamstring
Aaron Burbridge,,,SFO,2018-12-30,Sun,2018,17,16.0,Away,LAR,L 32-48,,,,Injured Reserve,Hamstring
Aaron Colvin,,,HOU,2018-10-07,Sun,2018,5,5.0,Home,DAL,W 19-16,,,,Out,Ankle
Aaron Colvin,,,HOU,2018-10-14,Sun,2018,6,6.0,Home,BUF,W 20-13,,,,Out,Ankle
Aaron Colvin,,,HOU,2018-10-21,Sun,2018,7,7.0,Away,JAX,W 20-7,,,,Out,Ankle
Aaron Colvin,,,HOU,2018-10-25,Thu,2018,8,8.0,Home,MIA,W 42-23,,,,Out,Ankle
Aaron Colvin,,,HOU,2018-11-04,Sun,2018,9,9.0,Away,DEN,W 19-17,,,,Questionable,Ankle
Aaron Colvin,,,HOU,2018-11-18,Sun,2018,11,10.0,Away,WAS,W 23-21,,,,Questionable,Ankle
Aaron Colvin,27.055,CB,HOU,2018-11-26,Mon,2018,12,11.0,Home,TEN,W 34-17,4.0,9.0,0.16,,
Aaron Colvin,27.061,CB,HOU,2018-12-02,Sun,2018,13,12.0,Home,CLE,W 29-13,12.25,33.0,0.58,,
Aaron Colvin,27.068,CB,HOU,2018-12-09,Sun,2018,14,13.0,Home,IND,L 21-24,0.0,,,,
Aaron Colvin,27.074,CB,HOU,2018-12-15,Sat,2018,15,14.0,Away,NYJ,W 29-22,3.0,11.0,0.15,,
Aaron Colvin,27.082,CB,HOU,2018-12-23,Sun,2018,16,15.0,Away,PHI,L 30-32,5.25,69.0,0.84,,
Aaron Colvin,27.089,CB,HOU,2018-12-30,Sun,2018,17,16.0,Home,JAX,W 20-3,0.0,,,,
Aaron Green,,,BUF,2018-09-09,Sun,2018,1,1.0,Away,BAL,L 3-47,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-09-16,Sun,2018,2,2.0,Home,LAC,L 20-31,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-09-23,Sun,2018,3,3.0,Away,MIN,W 27-6,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-09-30,Sun,2018,4,4.0,Away,GNB,L 0-22,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-10-07,Sun,2018,5,5.0,Home,TEN,W 13-12,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-10-14,Sun,2018,6,6.0,Away,HOU,L 13-20,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-10-21,Sun,2018,7,7.0,Away,IND,L 5-37,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-10-29,Mon,2018,8,8.0,Home,NWE,L 6-25,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-11-04,Sun,2018,9,9.0,Home,CHI,L 9-41,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-11-11,Sun,2018,10,10.0,Away,NYJ,W 41-10,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-11-25,Sun,2018,12,11.0,Home,JAX,W 24-21,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-12-02,Sun,2018,13,12.0,Away,MIA,L 17-21,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-12-09,Sun,2018,14,13.0,Home,NYJ,L 23-27,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-12-16,Sun,2018,15,14.0,Home,DET,W 14-13,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-12-23,Sun,2018,16,15.0,Away,NWE,L 12-24,,,,Injured Reserve,Undisclosed
Aaron Green,,,BUF,2018-12-30,Sun,2018,17,16.0,Home,MIA,W 42-17,,,,Injured Reserve,Undisclosed
Aaron Jones,,,GNB,2018-12-23,Sun,2018,16,15.0,Away,NYJ,W 44-38,,,,Injured Reserve,Knee
Aaron Jones,,,GNB,2018-12-30,Sun,2018,17,16.0,Home,DET,L 0-31,,,,Injured Reserve,Knee
Aaron Lynch,,,CHI,2018-11-22,Thu,2018,12,11.0,Away,DET,W 23-16,,,,Out,Concussion
Aaron Lynch,25.297,LB,CHI,2018-12-02,Sun,2018,13,12.0,Away,NYG,L 27-30,3.75,21.0,0.29,,
Aaron Lynch,25.304,LB,CHI,2018-12-09,Sun,2018,14,13.0,Home,LAR,W 15-6,0.0,21.0,0.33,,
Aaron Lynch,25.311,LB,CHI,2018-12-16,Sun,2018,15,14.0,Home,GNB,W 24-17,3.5,9.0,0.13,,
Aaron Lynch,,,CHI,2018-12-23,Sun,2018,16,15.0,Away,SFO,W 14-9,,,,Doubtful,Elbow
Aaron Lynch,,,CHI,2018-12-30,Sun,2018,17,16.0,Away,MIN,W 24-10,,,,Doubtful,Elbow
Aaron Rodgers,34.288,QB,GNB,2018-09-16,Sun,2018,2,2.0,Home,MIN,T 29-29,16.04,76.0,0.99,Questionable,Knee
Aaron Rodgers,34.295,QB,GNB,2018-09-23,Sun,2018,3,3.0,Away,WAS,L 17-31,19.9,69.0,1.0,Questionable,Knee
Aaron Rodgers,34.302,QB,GNB,2018-09-30,Sun,2018,4,4.0,Home,BUF,W 22-0,16.02,76.0,1.0,Questionable,Knee
Aaron Rodgers,34.309,QB,GNB,2018-10-07,Sun,2018,5,5.0,Away,DET,L 23-31,26.68,81.0,1.0,,
Aaron Rodgers,34.317,QB,GNB,2018-10-15,Mon,2018,6,6.0,Home,SFO,W 33-30,28.4,71.0,1.0,,
Aaron Rodgers,34.33,QB,GNB,2018-10-28,Sun,2018,8,7.0,Away,LAR,L 27-29,15.94,52.0,0.96,,
Aaron Rodgers,34.337,QB,GNB,2018-11-04,Sun,2018,9,8.0,Away,NWE,L 17-31,19.16,74.0,1.0,,
Aaron Rodgers,34.344,QB,GNB,2018-11-11,Sun,2018,10,9.0,Home,MIA,W 31-12,18.06,57.0,1.0,,
Aaron Rodgers,34.348,QB,GNB,2018-11-15,Thu,2018,11,10.0,Away,SEA,L 24-27,21.58,49.0,1.0,,
Aaron Rodgers,34.358,QB,GNB,2018-11-25,Sun,2018,12,11.0,Away,MIN,L 17-24,11.92,53.0,1.0,,
Aaron Rodgers,35.0,QB,GNB,2018-12-02,Sun,2018,13,12.0,Home,ARI,L 17-20,15.32,76.0,1.0,,
Aaron Rodgers,35.007,QB,GNB,2018-12-09,Sun,2018,14,13.0,Home,ATL,W 34-20,20.24,64.0,0.98,,
Aaron Rodgers,35.014,QB,GNB,2018-12-16,Sun,2018,15,14.0,Away,CHI,L 17-24,12.46,68.0,1.0,,
Aaron Rodgers,35.021,QB,GNB,2018-12-23,Sun,2018,16,15.0,Away,NYJ,W 44-38,42.88,90.0,0.99,,
Aaron Rodgers,35.028,QB,GNB,2018-12-30,Sun,2018,17,16.0,Home,DET,L 0-31,1.04,9.0,0.16,,
Abry Jones,,,JAX,2018-12-06,Thu,2018,14,13.0,Away,TEN,L 9-30,,,,Out,Shin
Abry Jones,27.099,DT,JAX,2018-12-16,Sun,2018,15,14.0,Home,WAS,L 13-16,14.75,38.0,0.56,,
Abry Jones,27.106,DT,JAX,2018-12-23,Sun,2018,16,15.0,Away,MIA,W 17-7,3.75,29.0,0.63,,
Abry Jones,27.113,DT,JAX,2018-12-30,Sun,2018,17,16.0,Away,HOU,L 3-20,5.25,48.0,0.62,,
Adam Butler,24.175,DT,NWE,2018-10-04,Thu,2018,5,5.0,Home,IND,W 38-24,5.0,37.0,0.45,Questionable,Knee
Adam Butler,24.185,DT,NWE,2018-10-14,Sun,2018,6,6.0,Home,KAN,W 43-40,0.0,21.0,0.39,,
Adam Butler,24.192,DT,NWE,2018-10-21,Sun,2018,7,7.0,Away,CHI,W 38-31,0.0,23.0,0.28,,
Adam Butler,24.2,DT,NWE,2018-10-29,Mon,2018,8,8.0,Away,BUF,W 25-6,0.0,20.0,0.31,,
Adam Butler,24.206,DT,NWE,2018-11-04,Sun,2018,9,9.0,Home,GNB,W 31-17,2.25,37.0,0.5,,
Adam Butler,24.213,DT,NWE,2018-11-11,Sun,2018,10,10.0,Away,TEN,L 10-34,0.75,13.0,0.2,,
Adam Butler,24.227,DT,NWE,2018-11-25,Sun,2018,12,11.0,Away,NYJ,W 27-13,0.0,33.0,0.52,,
Adam Butler,24.234,DT,NWE,2018-12-02,Sun,2018,13,12.0,Home,MIN,W 24-10,7.5,14.0,0.23,,
Adam Butler,24.241,DT,NWE,2018-12-09,Sun,2018,14,13.0,Away,MIA,L 33-34,3.5,12.0,0.25,,
Adam Butler,24.248,DT,NWE,2018-12-16,Sun,2018,15,14.0,Away,PIT,L 10-17,0.75,35.0,0.52,,
Adam Butler,24.255,DT,NWE,2018-12-23,Sun,2018,16,15.0,Home,BUF,W 24-12,0.0,31.0,0.5,,
Adam Butler,24.262,DT,NWE,2018-12-30,Sun,2018,17,16.0,Home,NYJ,W 38-3,9.5,15.0,0.27,,
Adam Gotsis,26.014,DE,DEN,2018-10-07,Sun,2018,5,5.0,Away,NYJ,L 16-34,11.0,29.0,0.46,Questionable,Knee
Adam Gotsis,26.021,DE,DEN,2018-10-14,Sun,2018,6,6.0,Home,LAR,L 20-23,1.5,26.0,0.35,,
Adam Gotsis,26.025,DE,DEN,2018-10-18,Thu,2018,7,7.0,Away,ARI,W 45-10,3.75,29.0,0.44,,
Adam Gotsis,26.035,DE,DEN,2018-10-28,Sun,2018,8,8.0,Away,KAN,L 23-30,0.0,21.0,0.34,,
Adam Gotsis,26.042,DE,DEN,2018-11-04,Sun,2018,9,9.0,Home,HOU,L 17-19,6.0,27.0,0.44,,
Adam Gotsis,26.056,DE,DEN,2018-11-18,Sun,2018,11,10.0,Away,LAC,W 23-22,10.5,30.0,0.38,,
Adam Gotsis,26.063,DE,DEN,2018-11-25,Sun,2018,12,11.0,Home,PIT,W 24-17,2.25,35.0,0.45,,
Adam Gotsis,26.07,DE,DEN,2018-12-02,Sun,2018,13,12.0,Away,CIN,W 24-10,5.25,41.0,0.58,,
Adam Gotsis,26.077,DE,DEN,2018-12-09,Sun,2018,14,13.0,Away,SFO,L 14-20,3.75,43.0,0.6,,
Adam Gotsis,26.083,DE,DEN,2018-12-15,Sat,2018,15,14.0,Home,CLE,L 16-17,19.75,42.0,0.63,,
Adam Gotsis,26.092,DE,DEN,2018-12-24,Mon,2018,16,15.0,Away,OAK,L 14-27,9.75,38.0,0.61,,
Adam Gotsis,26.098,DE,DEN,2018-12-30,Sun,2018,17,16.0,Home,LAC,L 9-23,1.5,37.0,0.62,,
Adam Jones,,,DEN,2018-09-23,Sun,2018,3,3.0,Away,BAL,L 14-27,,,,Questionable,Thigh
Adam Jones,35.001,CB,DEN,2018-10-01,Mon,2018,4,4.0,Home,KAN,L 23-27,9.5,53.0,0.68,Questionable,Thigh
Adam Jones,35.007,CB,DEN,2018-10-07,Sun,2018,5,5.0,Away,NYJ,L 16-34,0.0,9.0,0.14,,
Adam Jones,,,DEN,2018-10-14,Sun,2018,6,6.0,Home,LAR,L 20-23,,,,Questionable,Thigh
Adam Jones,,,DEN,2018-10-18,Thu,2018,7,7.0,Away,ARI,W 45-10,,,,Out,Thigh
Adam Jones,35.028,CB,DEN,2018-10-28,Sun,2018,8,8.0,Away,KAN,L 23-30,0.0,,,,
Adam Jones,35.035,CB,DEN,2018-11-04,Sun,2018,9,9.0,Home,HOU,L 17-19,1.5,23.0,0.37,,
Adam Jones,35.049,CB,DEN,2018-11-18,Sun,2018,11,10.0,Away,LAC,W 23-22,0.0,5.0,0.06,,
Adam Redmond,,,DAL,2018-11-22,Thu,2018,12,11.0,Home,WAS,W 31-23,,,,Out,Concussion
Adam Redmond,25.194,C,DAL,2018-11-29,Thu,2018,13,12.0,Home,NOR,W 13-10,0.0,,,,
Adam Redmond,25.204,C,DAL,2018-12-09,Sun,2018,14,13.0,Home,PHI,W 29-23,0.0,,,,
Adam Redmond,25.211,C,DAL,2018-12-16,Sun,2018,15,14.0,Away,IND,L 0-23,0.0,,,,
Adam Redmond,25.218,C,DAL,2018-12-23,Sun,2018,16,15.0,Home,TAM,W 27-20,0.0,,,,
Adam Redmond,25.225,C,DAL,2018-12-30,Sun,2018,17,16.0,Away,NYG,W 36-35,0.0,,,,
Adam Shaheen,,,CHI,2018-09-09,Sun,2018,1,1.0,Away,GNB,L 23-24,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-09-17,Mon,2018,2,2.0,Home,SEA,W 24-17,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-09-23,Sun,2018,3,3.0,Away,ARI,W 16-14,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-09-30,Sun,2018,4,4.0,Home,TAM,W 48-10,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-10-14,Sun,2018,6,5.0,Away,MIA,L 28-31,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-10-21,Sun,2018,7,6.0,Home,NWE,L 31-38,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-10-28,Sun,2018,8,7.0,Home,NYJ,W 24-10,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-11-04,Sun,2018,9,8.0,Away,BUF,W 41-9,,,,Injured Reserve,Foot
Adam Shaheen,,,CHI,2018-11-11,Sun,2018,10,9.0,Home,DET,W 34-22,,,,Injured Reserve,Foot
Adam Shaheen,24.025,TE,CHI,2018-11-18,Sun,2018,11,10.0,Home,MIN,W 25-20,2.0,18.0,0.24,,
Adam Shaheen,,,CHI,2018-11-22,Thu,2018,12,11.0,Away,DET,W 23-16,,,,Out,Concussion
Adam Shaheen,24.039,TE,CHI,2018-12-02,Sun,2018,13,12.0,Away,NYG,L 27-30,7.5,24.0,0.29,,
Adam Shaheen,24.046,TE,CHI,2018-12-09,Sun,2018,14,13.0,Home,LAR,W 15-6,0.0,22.0,0.31,,
Adam Shaheen,24.053,TE,CHI,2018-12-16,Sun,2018,15,14.0,Home,GNB,W 24-17,4.9,27.0,0.44,,
Adam Shaheen,24.06,TE,CHI,2018-12-23,Sun,2018,16,15.0,Away,SFO,W 14-9,0.9,29.0,0.45,,
Adam Shaheen,24.067,TE,CHI,2018-12-30,Sun,2018,17,16.0,Away,MIN,W 24-10,0.0,39.0,0.57,,
Adam Vinatieri,45.28,K,IND,2018-10-04,Thu,2018,5,5.0,Away,NWE,L 24-38,0.0,,,Questionable,Groin
Adam Vinatieri,45.29,K,IND,2018-10-14,Sun,2018,6,6.0,Away,NYJ,L 34-42,0.0,,,,
Adam Vinatieri,45.297,K,IND,2018-10-21,Sun,2018,7,7.0,Home,BUF,W 37-5,0.0,,,,
Adam Vinatieri,45.304,K,IND,2018-10-28,Sun,2018,8,8.0,Away,OAK,W 42-28,0.0,,,Questionable,Groin
Adam Vinatieri,45.318,K,IND,2018-11-11,Sun,2018,10,9.0,Home,JAX,W 29-26,0.0,,,,
Adam Vinatieri,45.325,K,IND,2018-11-18,Sun,2018,11,10.0,Home,TEN,W 38-10,0.0,,,,
Adam Vinatieri,45.332,K,IND,2018-11-25,Sun,2018,12,11.0,Home,MIA,W 27-24,0.0,,,,
Adam Vinatieri,45.339,K,IND,2018-12-02,Sun,2018,13,12.0,Away,JAX,L 0-6,0.0,,,,
Adam Vinatieri,45.346,K,IND,2018-12-09,Sun,2018,14,13.0,Away,HOU,W 24-21,0.0,,,,
Adam Vinatieri,45.353,K,IND,2018-12-16,Sun,2018,15,14.0,Home,DAL,W 23-0,0.0,,,,
Adam Vinatieri,45.36,K,IND,2018-12-23,Sun,2018,16,15.0,Home,NYG,W 28-27,0.0,,,,
Adam Vinatieri,46.002,K,IND,2018-12-30,Sun,2018,17,16.0,Away,TEN,W 33-17,0.0,,,,
Adam Zaruba,,,PHI,2018-09-06,Thu,2018,1,1.0,Home,ATL,W 18-12,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-09-16,Sun,2018,2,2.0,Away,TAM,L 21-27,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-09-23,Sun,2018,3,3.0,Home,IND,W 20-16,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-09-30,Sun,2018,4,4.0,Away,TEN,L 23-26,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-10-07,Sun,2018,5,5.0,Home,MIN,L 21-23,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-10-11,Thu,2018,6,6.0,Away,NYG,W 34-13,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-10-21,Sun,2018,7,7.0,Home,CAR,L 17-21,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-10-28,Sun,2018,8,8.0,Away,JAX,W 24-18,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-11-11,Sun,2018,10,9.0,Home,DAL,L 20-27,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-11-18,Sun,2018,11,10.0,Away,NOR,L 7-48,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-11-25,Sun,2018,12,11.0,Home,NYG,W 25-22,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-12-03,Mon,2018,13,12.0,Home,WAS,W 28-13,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-12-09,Sun,2018,14,13.0,Away,DAL,L 23-29,,,,Injured Reserve,Undisclosed
Adam Zaruba,,,PHI,2018-12-16,Sun,2018,15,14.0,Away,LAR,W 30-23,,,,Injured Reserve,Undisclosed
