Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
AJ Bouye,28.079,CB,JAX,2019-11-03,Sun,2019,9,9.0,Home,HOU,L 3-26,11.25,69.0,1.0,,
AJ Bouye,28.093,CB,JAX,2019-11-17,Sun,2019,11,10.0,Away,IND,L 13-33,9.0,66.0,0.99,,
AJ Bouye,28.1,CB,JAX,2019-11-24,Sun,2019,12,11.0,Away,TEN,L 20-42,4.5,53.0,0.95,,
AJ Bouye,28.107,CB,JAX,2019-12-01,Sun,2019,13,12.0,Home,TAM,L 11-28,6.75,74.0,0.99,,
AJ Bouye,28.114,CB,JAX,2019-12-08,Sun,2019,14,13.0,Home,LAC,L 10-45,3.75,60.0,1.0,,
AJ Bouye,28.121,CB,JAX,2019-12-15,Sun,2019,15,14.0,Away,OAK,W 20-16,3.0,75.0,1.0,,
AJ Bouye,28.128,CB,JAX,2019-12-22,Sun,2019,16,15.0,Away,ATL,L 12-24,12.5,75.0,0.99,,
AJ Bouye,,,JAX,2019-12-29,Sun,2019,17,16.0,Home,IND,W 38-20,,,,Out,Wrist
AJ Cole,23.292,P,OAK,2019-09-15,Sun,2019,2,2.0,Home,KAN,L 10-28,0.0,,,Questionable, Foot
AJ Cole,23.299,P,OAK,2019-09-22,Sun,2019,3,3.0,Away,MIN,L 14-34,0.0,,,,
AJ Cole,23.306,P,OAK,2019-09-29,Sun,2019,4,4.0,Away,IND,W 31-24,0.0,,,,
AJ Cole,23.313,P,OAK,2019-10-06,Sun,2019,5,5.0,Home,CHI,W 24-21,0.0,,,,
AJ Cole,23.327,P,OAK,2019-10-20,Sun,2019,7,6.0,Away,GNB,L 24-42,0.0,,,,
AJ Cole,23.334,P,OAK,2019-10-27,Sun,2019,8,7.0,Away,HOU,L 24-27,0.0,,,,
AJ Cole,23.341,P,OAK,2019-11-03,Sun,2019,9,8.0,Home,DET,W 31-24,0.0,,,,
AJ Cole,23.345,P,OAK,2019-11-07,Thu,2019,10,9.0,Home,LAC,W 26-24,0.0,,,,
AJ Cole,23.355,P,OAK,2019-11-17,Sun,2019,11,10.0,Home,CIN,W 17-10,0.0,,,,
AJ Cole,23.362,P,OAK,2019-11-24,Sun,2019,12,11.0,Away,NYJ,L 3-34,0.0,,,,
AJ Cole,24.004,P,OAK,2019-12-01,Sun,2019,13,12.0,Away,KAN,L 9-40,0.0,,,,
AJ Cole,24.011,P,OAK,2019-12-08,Sun,2019,14,13.0,Home,TEN,L 21-42,0.0,,,,
AJ Cole,24.018,P,OAK,2019-12-15,Sun,2019,15,14.0,Home,JAX,L 16-20,0.0,,,,
AJ Cole,24.025,P,OAK,2019-12-22,Sun,2019,16,15.0,Away,LAC,W 24-17,0.0,,,,
AJ Cole,24.032,P,OAK,2019-12-29,Sun,2019,17,16.0,Away,DEN,L 15-16,0.0,,,,
AJ Green,,,CIN,2019-09-08,Sun,2019,1,1.0,Away,SEA,L 20-21,,,,Out,Ankle
AJ Green,,,CIN,2019-09-15,Sun,2019,2,2.0,Home,SFO,L 17-41,,,,Out,Ankle
AJ Green,,,CIN,2019-09-22,Sun,2019,3,3.0,Away,BUF,L 17-21,,,,Out,Ankle
AJ Green,,,CIN,2019-09-30,Mon,2019,4,4.0,Away,PIT,L 3-27,,,,Out,Ankle
AJ Green,,,CIN,2019-10-06,Sun,2019,5,5.0,Home,ARI,L 23-26,,,,Out,Ankle
AJ Green,,,CIN,2019-10-13,Sun,2019,6,6.0,Away,BAL,L 17-23,,,,Out,Ankle
AJ Green,,,CIN,2019-10-20,Sun,2019,7,7.0,Home,JAX,L 17-27,,,,Out,Ankle
AJ Green,,,CIN,2019-10-27,Sun,2019,8,8.0,Away,LAR,L 10-24,,,,Out,Ankle
AJ Green,,,CIN,2019-11-10,Sun,2019,10,9.0,Home,BAL,L 13-49,,,,Out,Ankle
AJ Green,,,CIN,2019-11-17,Sun,2019,11,10.0,Away,OAK,L 10-17,,,,Out,Ankle
AJ Green,,,CIN,2019-11-24,Sun,2019,12,11.0,Home,PIT,L 10-16,,,,Out,Ankle
AJ Green,,,CIN,2019-12-01,Sun,2019,13,12.0,Home,NYJ,W 22-6,,,,Out,Ankle
AJ Green,,,CIN,2019-12-08,Sun,2019,14,13.0,Away,CLE,L 19-27,,,,Out,Ankle
AJ Green,,,CIN,2019-12-15,Sun,2019,15,14.0,Home,NWE,L 13-34,,,,Out,Ankle
AJ Green,,,CIN,2019-12-22,Sun,2019,16,15.0,Away,MIA,L 35-38,,,,Out,Ankle
AJ Green,,,CIN,2019-12-29,Sun,2019,17,16.0,Home,CLE,W 33-23,,,,Injured Reserve,
AJ Klein,,,NOR,2019-12-08,Sun,2019,14,13.0,Home,SFO,L 46-48,,,,Out,Knee
AJ Klein,28.139,LB,NOR,2019-12-16,Mon,2019,15,14.0,Home,IND,W 34-7,7.25,50.0,0.89,,
AJ Klein,28.145,LB,NOR,2019-12-22,Sun,2019,16,15.0,Away,TEN,W 38-28,16.0,62.0,1.0,,
AJ Klein,28.152,LB,NOR,2019-12-29,Sun,2019,17,16.0,Away,CAR,W 42-10,21.75,55.0,0.77,,
AQ Shipley,33.2,OL,ARI,2019-12-08,Sun,2019,14,13.0,Home,PIT,L 17-23,0.0,,,Questionable,Illness
Aaron Donald,28.122,DT,LAR,2019-09-22,Sun,2019,3,3.0,Away,CLE,W 20-13,13.25,63.0,0.93,Questionable,Back
Aaron Donald,28.129,DT,LAR,2019-09-29,Sun,2019,4,4.0,Home,TAM,L 40-55,5.75,65.0,0.88,,
Aaron Donald,28.133,DT,LAR,2019-10-03,Thu,2019,5,5.0,Away,SEA,L 29-30,5.75,61.0,0.82,,
Aaron Donald,28.143,DT,LAR,2019-10-13,Sun,2019,6,6.0,Home,SFO,L 7-20,26.25,70.0,0.91,,
Aaron Donald,28.15,DT,LAR,2019-10-20,Sun,2019,7,7.0,Away,ATL,W 37-10,15.0,37.0,0.66,,
Aaron Donald,28.157,DT,LAR,2019-10-27,Sun,2019,8,8.0,Home,CIN,W 24-10,14.5,75.0,0.94,,
Aaron Donald,28.171,DT,LAR,2019-11-10,Sun,2019,10,9.0,Away,PIT,L 12-17,27.5,67.0,0.92,,
Aaron Donald,28.178,DT,LAR,2019-11-17,Sun,2019,11,10.0,Home,CHI,W 17-7,18.75,69.0,0.91,,
Aaron Donald,28.186,DT,LAR,2019-11-25,Mon,2019,12,11.0,Home,BAL,L 6-45,0.75,62.0,0.81,,
Aaron Donald,28.192,DT,LAR,2019-12-01,Sun,2019,13,12.0,Away,ARI,W 34-7,10.25,37.0,0.59,,
Aaron Donald,28.199,DT,LAR,2019-12-08,Sun,2019,14,13.0,Home,SEA,W 28-12,11.75,54.0,0.82,,
Aaron Donald,28.206,DT,LAR,2019-12-15,Sun,2019,15,14.0,Away,DAL,L 21-44,5.0,58.0,0.79,,
Aaron Donald,28.212,DT,LAR,2019-12-21,Sat,2019,16,15.0,Away,SFO,L 31-34,11.0,51.0,0.89,,
Aaron Donald,28.22,DT,LAR,2019-12-29,Sun,2019,17,16.0,Home,ARI,W 31-24,2.25,52.0,0.76,,
Adam Choice,,,SEA,2019-09-08,Sun,2019,1,1.0,Home,CIN,W 21-20,,,,Injured Reserve,
Adam Choice,,,SEA,2019-09-15,Sun,2019,2,2.0,Away,PIT,W 28-26,,,,Injured Reserve,
Adam Choice,,,SEA,2019-09-22,Sun,2019,3,3.0,Home,NOR,L 27-33,,,,Injured Reserve,
Adam Choice,,,SEA,2019-09-29,Sun,2019,4,4.0,Away,ARI,W 27-10,,,,Injured Reserve,
Adam Choice,,,SEA,2019-10-03,Thu,2019,5,5.0,Home,LAR,W 30-29,,,,Injured Reserve,
Adam Choice,,,SEA,2019-10-13,Sun,2019,6,6.0,Away,CLE,W 32-28,,,,Injured Reserve,
Adam Choice,,,SEA,2019-10-20,Sun,2019,7,7.0,Home,BAL,L 16-30,,,,Injured Reserve,
Adam Choice,,,SEA,2019-10-27,Sun,2019,8,8.0,Away,ATL,W 27-20,,,,Injured Reserve,
Adam Choice,,,SEA,2019-11-03,Sun,2019,9,9.0,Home,TAM,W 40-34,,,,Injured Reserve,
Adam Choice,,,SEA,2019-11-11,Mon,2019,10,10.0,Away,SFO,W 27-24,,,,Injured Reserve,
Adam Choice,,,SEA,2019-11-24,Sun,2019,12,11.0,Away,PHI,W 17-9,,,,Injured Reserve,
Adam Choice,,,SEA,2019-12-02,Mon,2019,13,12.0,Home,MIN,W 37-30,,,,Injured Reserve,
Adam Choice,,,SEA,2019-12-08,Sun,2019,14,13.0,Away,LAR,L 12-28,,,,Injured Reserve,
Adam Choice,,,SEA,2019-12-15,Sun,2019,15,14.0,Away,CAR,W 30-24,,,,Injured Reserve,
Adam Choice,,,SEA,2019-12-22,Sun,2019,16,15.0,Home,ARI,L 13-27,,,,Injured Reserve,
Adam Choice,,,SEA,2019-12-29,Sun,2019,17,16.0,Home,SFO,L 21-26,,,,Injured Reserve,
Adam Gotsis,,,DEN,2019-12-15,Sun,2019,15,14.0,Away,KAN,L 3-23,,,,Out,Knee
Adam Gotsis,,,DEN,2019-12-22,Sun,2019,16,15.0,Home,DET,W 27-17,,,,Out,Knee
Adam Gotsis,,,DEN,2019-12-29,Sun,2019,17,16.0,Home,OAK,W 16-15,,,,Injured Reserve,
Adam Humphries,,,TEN,2019-12-08,Sun,2019,14,13.0,Away,OAK,W 42-21,,,,Out,Ankle
Adam Humphries,,,TEN,2019-12-15,Sun,2019,15,14.0,Home,HOU,L 21-24,,,,Out,Ankle
Adam Humphries,,,TEN,2019-12-22,Sun,2019,16,15.0,Home,NOR,L 28-38,,,,Out,Ankle
Adam Humphries,,,TEN,2019-12-29,Sun,2019,17,16.0,Away,HOU,W 35-14,,,,Out,Ankle
Adam Redmond,,,DAL,2019-11-17,Sun,2019,11,10.0,Away,DET,W 35-27,,,,Injured Reserve,
Adam Redmond,,,DAL,2019-11-24,Sun,2019,12,11.0,Away,NWE,L 9-13,,,,Injured Reserve,
Adam Redmond,,,DAL,2019-11-28,Thu,2019,13,12.0,Home,BUF,L 15-26,,,,Injured Reserve,
Adam Redmond,,,DAL,2019-12-05,Thu,2019,14,13.0,Away,CHI,L 24-31,,,,Injured Reserve,
Adam Redmond,,,DAL,2019-12-15,Sun,2019,15,14.0,Home,LAR,W 44-21,,,,Injured Reserve,
Adam Redmond,,,DAL,2019-12-22,Sun,2019,16,15.0,Away,PHI,L 9-17,,,,Injured Reserve,
Adam Redmond,,,DAL,2019-12-29,Sun,2019,17,16.0,Home,WAS,W 47-16,,,,Injured Reserve,
Adam Shaheen,,,CHI,2019-11-17,Sun,2019,11,10.0,Away,LAR,L 7-17,,,,Out,Foot
Adam Shaheen,,,CHI,2019-11-24,Sun,2019,12,11.0,Home,NYG,W 19-14,,,,Out,Foot
Adam Shaheen,,,CHI,2019-11-28,Thu,2019,13,12.0,Away,DET,W 24-20,,,,Out,Foot
Adam Shaheen,,,CHI,2019-12-05,Thu,2019,14,13.0,Home,DAL,W 31-24,,,,Injured Reserve,
Adam Shaheen,,,CHI,2019-12-15,Sun,2019,15,14.0,Away,GNB,L 13-21,,,,Injured Reserve,
Adam Shaheen,,,CHI,2019-12-22,Sun,2019,16,15.0,Home,KAN,L 3-26,,,,Injured Reserve,
Adam Shaheen,,,CHI,2019-12-29,Sun,2019,17,16.0,Away,MIN,W 21-19,,,,Injured Reserve,
Adam Thielen,,,MIN,2019-10-24,Thu,2019,8,8.0,Home,WAS,W 19-9,,,,Out,Hamstring
Adam Thielen,29.073,WR,MIN,2019-11-03,Sun,2019,9,9.0,Away,KAN,L 23-26,0.0,7.0,0.1,Questionable,Hamstring
Adam Thielen,,,MIN,2019-11-10,Sun,2019,10,10.0,Away,DAL,W 28-24,,,,Out,Hamstring
Adam Thielen,,,MIN,2019-11-17,Sun,2019,11,11.0,Home,DEN,W 27-23,,,,Out,Hamstring
Adam Thielen,,,MIN,2019-12-02,Mon,2019,13,12.0,Away,SEA,L 30-37,,,,Questionable,Hamstring
Adam Thielen,,,MIN,2019-12-08,Sun,2019,14,13.0,Home,DET,W 20-7,,,,Doubtful,Hamstring
Adam Thielen,29.115,WR,MIN,2019-12-15,Sun,2019,15,14.0,Away,LAC,W 39-10,4.5,33.0,0.51,,
Adam Thielen,29.123,WR,MIN,2019-12-23,Mon,2019,16,15.0,Home,GNB,L 10-23,0.2,50.0,0.91,,
Adam Vinatieri,,,IND,2019-12-08,Sun,2019,14,13.0,Away,TAM,L 35-38,,,,Out, Knee
Adam Vinatieri,,,IND,2019-12-16,Mon,2019,15,14.0,Away,NOR,L 7-34,,,,Injured Reserve,
Adam Vinatieri,,,IND,2019-12-22,Sun,2019,16,15.0,Home,CAR,W 38-6,,,,Injured Reserve,
Adam Vinatieri,,,IND,2019-12-29,Sun,2019,17,16.0,Away,JAX,L 20-38,,,,Injured Reserve,
Adarius Taylor,,,CLE,2019-09-16,Mon,2019,2,2.0,Away,NYJ,W 23-3,,,,Out,Ankle
Adarius Taylor,,,CLE,2019-09-22,Sun,2019,3,3.0,Home,LAR,L 13-20,,,,Questionable,Ankle
Adarius Taylor,,LB,CLE,2019-09-29,Sun,2019,4,4.0,Away,BAL,W 40-25,,1.0,0.01,,
Adarius Taylor,,LB,CLE,2019-10-07,Mon,2019,5,5.0,Away,SFO,L 3-31,,19.0,0.25,,
Adarius Taylor,,LB,CLE,2019-10-13,Sun,2019,6,6.0,Home,SEA,L 28-32,,9.0,0.11,,
Adarius Taylor,,LB,CLE,2019-10-27,Sun,2019,8,7.0,Away,NWE,L 13-27,,1.0,0.01,,
Adarius Taylor,29.043,LB,CLE,2019-11-03,Sun,2019,9,8.0,Away,DEN,L 19-24,1.5,25.0,0.52,,
Adarius Taylor,29.054,LB,CLE,2019-11-14,Thu,2019,11,10.0,Home,PIT,W 21-7,0.0,,,,
Adarius Taylor,29.064,LB,CLE,2019-11-24,Sun,2019,12,11.0,Home,MIA,W 41-24,0.0,,,,
Adarius Taylor,29.071,LB,CLE,2019-12-01,Sun,2019,13,12.0,Away,PIT,L 13-20,0.0,1.0,0.02,,
Adarius Taylor,29.078,LB,CLE,2019-12-08,Sun,2019,14,13.0,Home,CIN,W 27-19,0.0,1.0,1.0,,
Adarius Taylor,29.085,LB,CLE,2019-12-15,Sun,2019,15,14.0,Away,ARI,L 24-38,0.0,,,,
Adarius Taylor,29.092,LB,CLE,2019-12-22,Sun,2019,16,15.0,Home,BAL,L 15-31,0.0,,,,
Adarius Taylor,29.099,LB,CLE,2019-12-29,Sun,2019,17,16.0,Away,CIN,L 23-33,0.0,,,,
Ade Aruna,,,MIN,2019-09-08,Sun,2019,1,1.0,Home,ATL,W 28-12,,,,Injured Reserve,
Ade Aruna,,,MIN,2019-09-15,Sun,2019,2,2.0,Away,GNB,L 16-21,,,,Injured Reserve,
Ade Aruna,,,MIN,2019-09-22,Sun,2019,3,3.0,Home,OAK,W 34-14,,,,Injured Reserve,
Adoree' Jackson,,,TEN,2019-10-27,Sun,2019,8,8.0,Home,TAM,W 27-23,,,,Out,Foot
Adoree' Jackson,24.046,CB,TEN,2019-11-03,Sun,2019,9,9.0,Away,CAR,L 20-30,8.0,62.0,0.86,,
Adoree' Jackson,24.053,CB,TEN,2019-11-10,Sun,2019,10,10.0,Home,KAN,W 35-32,13.5,82.0,0.99,,
Adoree' Jackson,24.067,CB,TEN,2019-11-24,Sun,2019,12,11.0,Home,JAX,W 42-20,20.0,85.0,1.0,,
Adoree' Jackson,24.074,CB,TEN,2019-12-01,Sun,2019,13,12.0,Away,IND,W 31-17,3.0,15.0,0.21,,
Adoree' Jackson,,,TEN,2019-12-08,Sun,2019,14,13.0,Away,OAK,W 42-21,,,,Out,Foot
Adoree' Jackson,,,TEN,2019-12-15,Sun,2019,15,14.0,Home,HOU,L 21-24,,,,Out,Foot
Adoree' Jackson,,,TEN,2019-12-22,Sun,2019,16,15.0,Home,NOR,L 28-38,,,,Out,Foot
Adoree' Jackson,,,TEN,2019-12-29,Sun,2019,17,16.0,Away,HOU,W 35-14,,,,Out,Foot
Adrian Amos,26.195,S,GNB,2019-11-10,Sun,2019,10,10.0,Home,CAR,W 24-16,8.25,72.0,1.0,Questionable,Hamstring
Adrian Amos,26.209,S,GNB,2019-11-24,Sun,2019,12,11.0,Away,SFO,L 8-37,5.25,48.0,0.98,,
Adrian Amos,26.216,S,GNB,2019-12-01,Sun,2019,13,12.0,Away,NYG,W 31-13,11.25,66.0,1.0,,
Adrian Amos,26.223,S,GNB,2019-12-08,Sun,2019,14,13.0,Home,WAS,W 20-15,23.25,63.0,1.0,,
Adrian Amos,26.23,S,GNB,2019-12-15,Sun,2019,15,14.0,Home,CHI,W 21-13,8.0,84.0,1.0,,
Adrian Amos,26.238,S,GNB,2019-12-23,Mon,2019,16,15.0,Away,MIN,W 23-10,2.25,54.0,0.98,,
Adrian Amos,26.244,S,GNB,2019-12-29,Sun,2019,17,16.0,Away,DET,W 23-20,9.5,60.0,1.0,,
Adrian Clayborn,,,ATL,2019-12-29,Sun,2019,17,16.0,Away,TAM,W 28-22,,,,Out,Knee
Adrian Colbert,,,SFO,2019-09-08,Sun,2019,1,1.0,Away,TAM,W 31-17,,,,Injured Reserve,
Adrian Colbert,26.049,S,MIA,2019-11-24,Sun,2019,12,11.0,Away,CLE,L 24-41,1.5,12.0,0.16,,
Adrian Colbert,26.056,S,MIA,2019-12-01,Sun,2019,13,12.0,Home,PHI,W 37-31,6.0,68.0,0.96,,
Adrian Colbert,26.063,S,MIA,2019-12-08,Sun,2019,14,13.0,Away,NYJ,L 21-22,2.25,71.0,1.0,,
Adrian Colbert,26.07,S,MIA,2019-12-15,Sun,2019,15,14.0,Away,NYG,L 20-36,6.0,65.0,0.97,,
Adrian Colbert,26.077,S,MIA,2019-12-22,Sun,2019,16,15.0,Home,CIN,W 38-35,6.0,84.0,0.93,,
Adrian Colbert,26.084,S,MIA,2019-12-29,Sun,2019,17,16.0,Away,NWE,W 27-24,6.75,61.0,1.0,,
Adrian Peterson,34.217,RB,WAS,2019-10-24,Thu,2019,8,8.0,Away,MIN,L 9-19,11.3,30.0,0.71,Questionable,Ankle
Adrian Peterson,34.227,RB,WAS,2019-11-03,Sun,2019,9,9.0,Away,BUF,L 9-24,13.5,35.0,0.7,,
Adrian Peterson,34.241,RB,WAS,2019-11-17,Sun,2019,11,10.0,Home,NYJ,L 17-34,4.0,17.0,0.26,,
Adrian Peterson,34.248,RB,WAS,2019-11-24,Sun,2019,12,11.0,Home,DET,W 19-16,5.4,20.0,0.34,Questionable,Toe
Adrian Peterson,34.255,RB,WAS,2019-12-01,Sun,2019,13,12.0,Away,CAR,W 29-21,19.9,23.0,0.36,,
Adrian Peterson,34.262,RB,WAS,2019-12-08,Sun,2019,14,13.0,Away,GNB,L 15-20,17.6,28.0,0.44,,
Adrian Peterson,34.269,RB,WAS,2019-12-15,Sun,2019,15,14.0,Home,PHI,L 27-37,16.6,32.0,0.6,,
Adrian Peterson,34.276,RB,WAS,2019-12-22,Sun,2019,16,15.0,Home,NYG,L 35-41,12.5,35.0,0.5,,
Adrian Peterson,34.283,RB,WAS,2019-12-29,Sun,2019,17,16.0,Away,DAL,L 16-47,6.300000000000001,28.0,0.44,,
Adrian Phillips,,,LAC,2019-09-22,Sun,2019,3,3.0,Home,HOU,L 20-27,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-09-29,Sun,2019,4,4.0,Away,MIA,W 30-10,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-10-06,Sun,2019,5,5.0,Home,DEN,L 13-20,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-10-13,Sun,2019,6,6.0,Home,PIT,L 17-24,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-10-20,Sun,2019,7,7.0,Away,TEN,L 20-23,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-10-27,Sun,2019,8,8.0,Away,CHI,W 17-16,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-11-03,Sun,2019,9,9.0,Home,GNB,W 26-11,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-11-07,Thu,2019,10,10.0,Away,OAK,L 24-26,,,,Injured Reserve,
Adrian Phillips,,,LAC,2019-11-18,Mon,2019,11,11.0,Home,KAN,L 17-24,,,,Injured Reserve,
Adrian Phillips,27.248,S,LAC,2019-12-01,Sun,2019,13,12.0,Away,DEN,L 20-23,4.5,22.0,0.39,Injured Reserve,
Adrian Phillips,27.255,S,LAC,2019-12-08,Sun,2019,14,13.0,Away,JAX,W 45-10,5.25,36.0,0.55,,
Adrian Phillips,27.262,S,LAC,2019-12-15,Sun,2019,15,14.0,Home,MIN,L 10-39,3.0,36.0,0.55,,
Adrian Phillips,27.269,S,LAC,2019-12-22,Sun,2019,16,15.0,Home,OAK,L 17-24,7.5,36.0,0.57,,
Adrian Phillips,27.276,S,LAC,2019-12-29,Sun,2019,17,16.0,Away,KAN,L 21-31,4.5,40.0,0.78,,
Ahkello Witherspoon,,,SFO,2019-10-07,Mon,2019,5,4.0,Home,CLE,W 31-3,,,,Out,Foot
Ahkello Witherspoon,,,SFO,2019-10-13,Sun,2019,6,5.0,Away,LAR,W 20-7,,,,Out,Foot
Ahkello Witherspoon,,,SFO,2019-10-20,Sun,2019,7,6.0,Away,WAS,W 9-0,,,,Out,Foot
Ahkello Witherspoon,,,SFO,2019-10-27,Sun,2019,8,7.0,Home,CAR,W 51-13,,,,Out,Foot
Ahkello Witherspoon,,,SFO,2019-10-31,Thu,2019,9,8.0,Away,ARI,W 28-25,,,,Out,Foot
Ahkello Witherspoon,,,SFO,2019-11-11,Mon,2019,10,9.0,Home,SEA,L 24-27,,,,Questionable,Foot
Ahkello Witherspoon,,CB,SFO,2019-11-17,Sun,2019,11,10.0,Home,ARI,W 36-26,,6.0,0.09,Questionable,Foot
Ahkello Witherspoon,,CB,SFO,2019-11-24,Sun,2019,12,11.0,Home,GNB,W 37-8,,49.0,0.62,,
Ahkello Witherspoon,24.255,CB,SFO,2019-12-01,Sun,2019,13,12.0,Away,BAL,L 17-20,4.5,63.0,0.98,,
Ahkello Witherspoon,24.262,CB,SFO,2019-12-08,Sun,2019,14,13.0,Away,NOR,W 48-46,8.25,69.0,0.96,,
Ahkello Witherspoon,24.269,CB,SFO,2019-12-15,Sun,2019,15,14.0,Home,ATL,L 22-29,5.25,66.0,0.99,,
Ahkello Witherspoon,24.275,CB,SFO,2019-12-21,Sat,2019,16,15.0,Home,LAR,W 34-31,4.5,70.0,1.0,,
Ahkello Witherspoon,24.283,CB,SFO,2019-12-29,Sun,2019,17,16.0,Away,SEA,W 26-21,10.5,59.0,0.78,,
Ahmad Thomas,,,IND,2019-09-08,Sun,2019,1,1.0,Away,LAC,L 24-30,,,,Injured Reserve,
Ahmad Thomas,,,IND,2019-09-15,Sun,2019,2,2.0,Away,TEN,W 19-17,,,,Injured Reserve,
Ahmad Thomas,25.007,S,ATL,2019-12-22,Sun,2019,16,15.0,Home,JAX,W 24-12,0.0,,,,
Akiem Hicks,,,CHI,2019-09-29,Sun,2019,4,4.0,Home,MIN,W 16-6,,,,Questionable,Knee
Akiem Hicks,29.324,DE,CHI,2019-10-06,Sun,2019,5,5.0,Away,OAK,L 21-24,3.0,8.0,0.11,Questionable,Knee
Akiem Hicks,,,CHI,2019-10-20,Sun,2019,7,6.0,Home,NOR,L 25-36,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-10-27,Sun,2019,8,7.0,Home,LAC,L 16-17,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-11-03,Sun,2019,9,8.0,Away,PHI,L 14-22,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-11-10,Sun,2019,10,9.0,Home,DET,W 20-13,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-11-17,Sun,2019,11,10.0,Away,LAR,L 7-17,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-11-24,Sun,2019,12,11.0,Home,NYG,W 19-14,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-11-28,Thu,2019,13,12.0,Away,DET,W 24-20,,,,Injured Reserve,
Akiem Hicks,,,CHI,2019-12-05,Thu,2019,14,13.0,Home,DAL,W 31-24,,,,Injured Reserve,
Akiem Hicks,30.029,DE,CHI,2019-12-15,Sun,2019,15,14.0,Away,GNB,L 13-21,6.0,36.0,0.61,Injured Reserve,
Akiem Hicks,,,CHI,2019-12-22,Sun,2019,16,15.0,Home,KAN,L 3-26,,,,Questionable,Elbow
Akiem Hicks,,,CHI,2019-12-29,Sun,2019,17,16.0,Away,MIN,W 21-19,,,,Out,Elbow
Al Woods,,DT,SEA,2019-12-02,Mon,2019,13,12.0,Home,MIN,W 37-30,,16.0,0.3,Questionable,Ankle
Al Woods,32.258,DT,SEA,2019-12-08,Sun,2019,14,13.0,Away,LAR,L 12-28,2.25,38.0,0.56,,
Al Woods,32.265,DT,SEA,2019-12-15,Sun,2019,15,14.0,Away,CAR,W 30-24,4.5,21.0,0.29,,
